tempo,temp,h,vazao,vazaoideal,tempideal+
863,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
864,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
865,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
866,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
867,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
868,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
869,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
870,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
871,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
872,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
873,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
874,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
875,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
876,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
877,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
878,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
879,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
880,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
881,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
882,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
883,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
884,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
885,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
886,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
887,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
888,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
889,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
890,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
891,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
892,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
893,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
894,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
895,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
896,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
897,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
898,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
899,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
900,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
901,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
902,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
903,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
904,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
905,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
906,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
907,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
908,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
909,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
910,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
911,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
912,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
913,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
914,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
915,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
916,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
917,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
918,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
919,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
920,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
921,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
922,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
923,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
924,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
